bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc
0,8700,43759,50070,HomeImp,Mgr,19,1,1,218.91,0,17,34.058
0,30000,79044,118685,DebtCon,Mgr,12,0,0,92.12,1,34,27.225
0,12500,79900,94660,DebtCon,Mgr,19,0,0,252.35,10,24,35.8
0,12800,76783,95007,DebtCon,Mgr,6,0,0,140.97,2,26,42.154
0,23500,68049,93394,DebtCon,Mgr,6,0,0,191.11,2,18,32.133
0,12600,49986,67896,DebtCon,Mgr,3,0,0,190.16,1,17,29.266
0,40400,63131,109395,DebtCon,Mgr,14,0,0,198.45,0,21,39.556
0,21300,133942,282972,HomeImp,Mgr,3,0,0,197.15,0,15,30.545
0,8500,73208,88588,DebtCon,Mgr,10,0,0,114.55,0,23,30.082
0,9500,58185,64576,DebtCon,Mgr,6,,4,127.86,1,11,38.298
0,6900,50387,68443,DebtCon,Mgr,7,,3,105.83,2,10,40.718
0,20900,133213,174787,,Mgr,26,,4,332.08,1,27,32.346
0,7000,58339,72432,HomeImp,Mgr,10,,1,197.34,0,24,39.843
0,8700,53504,66888,DebtCon,Mgr,7,,3,112.18,2,10,39.319
0,20400,83188,113181,DebtCon,Mgr,25,,0,321.56,1,42,37.697
0,4000,67625,80698,HomeImp,Mgr,11,,1,212.35,0,25,39.129
0,20000,129682,180746,,Mgr,24,,4,322.2,0,27,30.891
0,22900,131767,174684,,Mgr,24,,4,329.65,1,28,32.362
0,21400,85609,108469,DebtCon,Mgr,24,,1,306.18,0,43,39.919
0,22900,90702,115355,DebtCon,Mgr,24,,0,308.85,1,42,38.793
0,6300,49498,64296,DebtCon,Mgr,6,,4,111.21,1,10,38.577
0,8700,56904,64122,DebtCon,Mgr,5,,4,119.56,2,11,38.696
0,23100,83458,107589,DebtCon,Mgr,24,,0,314.07,1,43,38.044
0,7300,49064,64225,DebtCon,Mgr,6,,4,106.38,1,10,40.052
0,22800,127010,171758,,Mgr,25,,5,335.62,0,27,32.365
0,21300,134578,176968,,Mgr,25,,5,334.07,0,27,31.876
0,3200,67848,74566,HomeImp,Mgr,10,,1,206.43,0,25,40.116
0,15800,94363,128434,DebtCon,Mgr,4,,,241.74,2,42,39.222
0,28100,135991,183598,DebtCon,Mgr,0,,,131.59,,38,31.086
0,25600,77123,103014,DebtCon,Mgr,1,,,231.79,3,24,43.671
0,10200,51108,68673,DebtCon,Mgr,6,,,116.68,,23,42.776
0,28500,137174,186118,DebtCon,Mgr,1,,,115.29,,39,32.875
0,27600,129311,188143,DebtCon,Mgr,1,,,122.52,,39,30.474
0,17100,92853,130864,DebtCon,Mgr,6,,,244.73,3,41,37.493
0,25400,76194,98188,DebtCon,Mgr,0,,,245.27,5,23,42.138
0,28300,130028,178918,DebtCon,Mgr,2,,,113.94,,39,33.44
0,23000,72681,105405,DebtCon,Mgr,0,,,230.08,4,23,43.519
0,11800,53596,69786,DebtCon,Mgr,5,,,126.79,,24,41.048
0,25000,135501,184613,DebtCon,Mgr,0,,,119.53,,39,30.659
0,16200,96049,129091,DebtCon,Mgr,5,,,251.16,3,42,36.692
0,25000,72077,104294,DebtCon,Mgr,1,,,232.05,4,24,40.645
0,9300,58051,65334,DebtCon,Mgr,6,,,113.28,,23,41.86
0,10900,57494,66704,DebtCon,Mgr,6,,,115.31,,24,39.511
0,28800,134144,185910,DebtCon,Mgr,2,,,122.5,,39,30.338
0,15700,99618,131710,DebtCon,Mgr,5,,,236.68,2,41,37.866
0,12100,50973,74183,DebtCon,Mgr,6,,,122.69,,24,41.128
0,22400,69774,107601,DebtCon,Mgr,2,,,248.39,5,23,40.963
0,27300,135823,185416,DebtCon,Mgr,1,,,135.36,,38,32.795
0,10700,51224,70399,DebtCon,Mgr,5,,,110.68,,23,42.939
0,12900,58566,74655,DebtCon,Mgr,5,,,116.78,,24,39.977
0,28300,137159,186153,DebtCon,Mgr,0,,,112.17,,38,29.875
0,16500,97010,128101,DebtCon,Mgr,9,,,250.68,2,41,36.933
0,17500,133243,154513,DebtCon,Mgr,,0,0,217.04,0,18,37.463
0,39800,129611,191175,DebtCon,Mgr,,0,0,183.8,0,25,35.552
0,15300,127172,156578,DebtCon,Mgr,,0,0,213.29,0,19,36.29
0,41100,129281,194500,DebtCon,Mgr,,1,0,197.43,0,25,32.515
0,39100,128996,195061,DebtCon,Mgr,,1,0,167.66,0,25,31.806
0,18600,132785,155644,DebtCon,Mgr,,0,0,225.73,0,20,37.329
0,40100,129625,197722,DebtCon,Mgr,,0,0,178.77,0,25,33.199
0,40000,134029,191990,DebtCon,Mgr,,1,0,178.78,0,24,34.521
0,38200,128081,196037,DebtCon,Mgr,,0,0,197.87,0,24,32.568
0,40800,127034,198587,DebtCon,Mgr,,1,0,186.54,0,25,35.4
0,39500,132485,192838,DebtCon,Mgr,,1,0,176.12,0,24,31.737
0,10800,31149,67239,DebtCon,Mgr,,,,,,,35.265
0,13500,40786,66872,DebtCon,Mgr,,,,,,,35.364
0,11700,37093,62116,DebtCon,Mgr,,,,,,,37.011
0,10800,32870,61572,DebtCon,Mgr,,,,,,,38.49
0,13500,40023,67357,DebtCon,Mgr,,,,,,,38.319
0,13300,38232,59482,DebtCon,Mgr,,,,,,,36.027
0,13000,40996,58938,DebtCon,Mgr,,,,,,,35.81
0,24000,114196,150000,DebtCon,Mgr,4,0,0,289.13,0,25,
0,25000,94000,141750,DebtCon,Mgr,22,0,0,209,0,13,
0,19600,64000,90000,DebtCon,Mgr,9,0,0,195.8,2,19,
0,22400,103000,132500,DebtCon,Mgr,10,2,0,187.73,5,18,
0,32000,232000,36300,DebtCon,Mgr,3,0,2,206.03,3,50,
0,11000,85149,106820,HomeImp,Mgr,10,0,0,240.43,0,25,
0,15000,135442,175900,DebtCon,Mgr,11,0,0,247.57,0,21,
0,2000,64536,87400,,Mgr,2.5,0,0,147.13,0,24,
0,12100,12000,33938,DebtCon,Mgr,9,0,0,118.77,0,11,
0,38000,58200,108000,DebtCon,Mgr,16,0,1,195.83,0,22,
0,11900,71000,87000,DebtCon,Mgr,20,0,0,238.47,11,24,
0,22000,48000,80990,DebtCon,Mgr,6,0,0,262.73,2,26,
0,20000,135631.66,177000,HomeImp,Mgr,8,0,0,321.63,0,17,
0,5000,72517,86250,DebtCon,Mgr,19,0,1,300.37,1,24,
0,8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,
0,20000,127826,277500,HomeImp,Mgr,3,0,0,193.8,0,15,
0,9200,46707,60000,DebtCon,Mgr,4,0,0,192.8,2,17,
0,13600,41000,73440,DebtCon,Mgr,4,0,0,125.77,1,9,
0,21000,86545,118000,HomeImp,Mgr,9.9,0,0,121.77,2,24,
0,29900,73506,115000,DebtCon,Mgr,11,0,0,77.13,1,35,
0,8000,76600,96000,DebtCon,Mgr,2,0,0,73.03,2,24,
0,18000,94554,119000,HomeImp,Mgr,1,0,1,308.47,1,20,
0,32600,79874,125000,DebtCon,Mgr,30,0,0,340.9,0,20,
0,15000,92000,154000,DebtCon,Mgr,1,0,0,207.97,1,19,
0,16500,76000,110000,DebtCon,Mgr,18,0,0,242.5,5,31,
0,18000,88000,131300,DebtCon,Mgr,14,0,0,179.57,2,26,
0,8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,
0,9500,21900,35250,HomeImp,Mgr,16,0,0,59.87,1,10,
0,6100,48500,62500,DebtCon,Mgr,7,,4,111.3,2,11,
0,25000,127491,178453,DebtCon,Mgr,1,,,120.4,,39,
0,14000,92739,125000,DebtCon,Mgr,6,,,248.6,3,42,
0,21700,69000,98000,DebtCon,Mgr,2,,,232.07,5,24,
0,15000,125000,154000,DebtCon,Mgr,,0,0,223.2,0,19,
0,37500,127000,190900,DebtCon,Mgr,,1,0,181.63,0,25,
0,10000,31000,58240,DebtCon,Mgr,,,,,,,
0,27300,,116708,DebtCon,Mgr,11,0,0,175.2,0,26,33.748
0,28200,,117181,DebtCon,Mgr,9,0,0,170.65,0,26,31.601
0,25500,,121708,DebtCon,Mgr,8,1,0,151.97,0,27,33.16
0,26700,,120179,DebtCon,Mgr,8,0,0,162.13,0,27,35.096
0,11200,,48150,HomeImp,Mgr,3,,,165.77,,9,22.302
0,11100,,50262,HomeImp,Mgr,5,,,175.76,,8,22.957
0,13800,,44459,HomeImp,Mgr,4,,,169.01,,9,21.533
0,13800,,44092,HomeImp,Mgr,5,,,173.88,,10,20.682
0,10800,,49495,HomeImp,Mgr,5,,,141.17,,8,21.08
0,11400,,44849,HomeImp,Mgr,6,,,163.27,,9,23.481
0,25000,,113000,DebtCon,Mgr,9,1,0,168.4,0,27,
0,10000,,42497,HomeImp,Mgr,6,,,165.43,,9,
0,18700,58498,90135,DebtCon,Office,30,0,0,199.11,0,21,33.182
0,13200,69195,79252,DebtCon,Office,13,0,0,248.79,3,37,41.906
0,23400,64332,95770,HomeImp,Office,13,0,0,128.24,0,13,35.158
0,10000,84580,118924,HomeImp,Office,31,0,0,341.94,2,37,35.249
0,25100,46614,69750,DebtCon,Office,17,0,0,193.25,1,22,33.715
0,20400,173975,219297,DebtCon,Office,12,0,0,198.56,0,32,40.785
0,10300,50714,56088,DebtCon,Office,1,0,0,163.09,1,21,37.973
0,14900,22245,31531,DebtCon,Office,7,0,0,91.07,0,16,21.621
0,20400,38267,68684,DebtCon,Office,12,0,1,121.45,0,22,42.206
0,16500,74263,98922,DebtCon,Office,0,0,0,139.83,3,20,31.814
0,18000,107546,176314,DebtCon,Office,6,0,0,218.02,3,23,40.152
0,13000,66014,85528,DebtCon,Office,4,2,3,185.64,2,30,39.419
0,20800,51562,99997,DebtCon,Office,1,0,4,168.31,0,47,35.231
0,12700,105293,121416,,Office,14,0,0,250.02,0,16,35.287
0,20800,63764,97090,DebtCon,Office,1,0,0,63.25,0,23,34.6
0,15700,58410,89082,DebtCon,Office,29,0,0,211.81,0,21,31.058
0,15300,22057,44461,,Office,1,0,0,210.28,0,16,40.432
0,14700,89448,115380,DebtCon,Office,11,0,0,222.82,0,12,40.525
0,13600,12724,52016,HomeImp,Office,24,0,1,269.63,0,19,28.172
0,66000,62296,143982,HomeImp,Office,12,0,1,121.35,0,10,41.613
0,29500,48590,81354,DebtCon,Office,0,0,0,157.03,3,18,40.171
0,26400,79163,123792,DebtCon,Office,0,0,0,310.61,0,24,38.11
0,18700,59929,89526,DebtCon,Office,0,0,0,64.45,0,22,35.087
0,28500,84908,108385,DebtCon,Office,10,0,0,384.29,0,45,41.342
0,7000,46238,66842,DebtCon,Office,4,0,0,90.38,3,11,36.31
0,11100,148235,182053,HomeImp,Office,4,0,0,198.81,0,55,33.539
0,21600,45421,75632,DebtCon,Office,2,0,1,230.24,0,11,33.457
0,12000,63019,74204,DebtCon,Office,6,0,0,98.59,2,14,24.49
0,9400,77410,116693,DebtCon,Office,0,0,0,245.08,0,37,17.177
0,9300,39307,51680,DebtCon,Office,8,0,0,196.01,0,23,30.732
0,11500,22758,36922,DebtCon,Office,7,0,1,103.05,0,16,19.02
0,25600,78441,128814,DebtCon,Office,2,0,0,310.5,1,24,38.739
0,8400,43589,49950,DebtCon,Office,9,0,0,202.7,0,23,33.592
0,12300,48866,73023,HomeImp,Office,11,3,1,251.63,1,29,32.877
0,14500,70896,91652,HomeImp,Office,24,0,0,163.99,2,13,41.493
0,25300,46780,62536,DebtCon,Office,18,0,0,189.14,0,22,30.747
0,26400,73679,98614,DebtCon,Office,10,0,0,151.63,0,20,38.16
0,64200,64888,145725,HomeImp,Office,10,0,1,136.95,0,11,40.532
0,9200,92395,114494,HomeImp,Office,24,0,0,130.38,1,11,39.112
0,10100,66393,85605,DebtCon,Office,6,1,1,203.7,3,29,37.669
0,13700,70018,89803,HomeImp,Office,24,0,0,154.75,1,13,39.39
0,7900,41935,53543,DebtCon,Office,8,0,0,203.54,1,22,31.492
0,15800,103537,111139,DebtCon,Office,3,0,1,252.27,1,34,27.674
0,6900,75880,113612,DebtCon,Office,1,0,0,230.81,1,38,17.966
0,20400,44746,63433,DebtCon,Office,5,0,0,176.33,2,26,36.677
0,25100,41314,71357,DebtCon,Office,19,0,0,183.63,1,22,33.666
0,12300,152274,177940,HomeImp,Office,4,0,0,196.88,0,56,33.723
0,27900,55859,92179,DebtCon,Office,0,0,1,94.93,0,23,33.098
0,14200,94696,121528,DebtCon,Office,10,0,0,209.05,0,12,39.649
0,16100,49244,65523,HomeImp,Office,2,0,0,110.22,0,17,31.002
0,10400,45710,55299,DebtCon,Office,0,0,0,166.37,0,20,34.536
0,26900,72848,101736,DebtCon,Office,10,0,0,131.41,0,21,36.369
0,10500,69656,88198,DebtCon,Office,15,0,0,97.32,0,8,27.322
0,12900,149297,177044,HomeImp,Office,4,0,0,205.87,0,56,34.976
0,12400,132894,198168,HomeImp,Office,0,0,1,355.16,0,16,40.54
0,20500,41899,65418,DebtCon,Office,12,0,2,113.48,1,22,43.207
0,9900,55231,78708,DebtCon,Office,4,0,0,85.8,2,15,24.595
0,10700,73996,92766,DebtCon,Office,15,0,1,102.15,0,9,25.384
0,2900,103949,112505,HomeImp,Office,1,0,0,96.1,0,13,30.051
0,16600,71564,84627,DebtCon,Office,5,0,0,114.64,1,20,22.323
0,18600,20915,40098,,Office,2,0,0,213.45,0,16,40.25
0,15800,24939,39285,,Office,2,0,0,209.04,0,16,38.888
0,9400,52371,55764,DebtCon,Office,1,0,0,177.7,0,20,37.359
0,9600,53277,60843,DebtCon,Office,0,0,0,180.28,0,21,37.951
0,65200,71151,143960,HomeImp,Office,10,0,0,128.78,0,12,43.191
0,10700,147477,181050,HomeImp,Office,6,0,0,190.02,1,55,34.698
0,14700,65660,81937,DebtCon,Office,2,0,0,106.66,1,19,25.198
0,26400,44333,68945,DebtCon,Office,18,0,0,173.5,2,21,32.349
0,20400,52109,100316,DebtCon,Office,0,0,4,166.94,0,46,35.526
0,28400,72870,95647,DebtCon,Office,11,0,0,139.05,0,20,37.821
0,11600,64143,78851,DebtCon,Office,6,0,3,201.37,3,29,35.796
0,26900,74982,126972,DebtCon,Office,0,0,0,315.82,0,23,38.326
0,27200,70730,93752,DebtCon,Office,8,0,0,165.92,0,20,36.171
0,18200,97146,124195,DebtCon,Office,24,0,0,278.31,2,17,32.722
0,50800,48667,63130,DebtCon,Office,12,0,1,97.97,1,26,40.026
0,3600,100693,114743,HomeImp,Office,6,0,0,88.47,0,14,29.394
0,14600,51613,77912,DebtCon,Office,0,0,0,182.88,0,25,32.224
0,13800,73688,94071,DebtCon,Office,9,0,0,221.22,2,28,41.482
0,11300,64437,79857,DebtCon,Office,5,0,0,88.79,2,14,27.899
0,10100,154005,175684,HomeImp,Office,4,0,0,189.37,0,56,33.971
0,32400,51220,106361,DebtCon,Office,3,0,0,172.36,2,24,36.489
0,12500,17659,31843,DebtCon,Office,7,0,1,107.74,0,16,19.301
0,8300,71922,117151,DebtCon,Office,2,0,0,246.93,1,37,18.157
0,7500,57213,92458,HomeImp,Office,28,0,0,243.16,1,16,23.992
0,16900,68940,88264,DebtCon,Office,0,0,0,166.11,0,25,24.955
0,9500,28750,42408,HomeImp,Office,0,0,0,115.57,1,30,39.05
0,19400,110745,173474,DebtCon,Office,6,0,0,217.41,4,23,42.22
0,8500,50031,57276,DebtCon,Office,0,0,0,171.21,0,21,35.159
0,16600,69644,100411,DebtCon,Office,0,0,0,149.1,4,19,29.726
0,22300,52322,102958,DebtCon,Office,2,1,4,174.54,0,47,36.853
0,17300,20798,37980,,Office,2,0,0,219.31,0,16,37.763
0,15900,94108,113888,HomeImp,Office,2,0,0,140.51,0,21,36.319
0,6800,56155,57912,HomeImp,Office,21,0,0,206.31,0,20,21.799
0,13600,67354,81255,DebtCon,Office,10,0,0,255.38,4,36,41.625
0,17800,56956,74305,DebtCon,Office,0,0,0,187.18,0,24,31.817
0,22000,61251,91744,DebtCon,Office,0,0,0,145.49,0,21,34.348
0,18600,48711,69611,HomeImp,Office,2,0,0,130.25,0,17,33.691
0,13200,15346,30809,DebtCon,Office,7,0,1,89.65,0,16,18.105
0,14900,65303,84590,DebtCon,Office,6,0,0,121.06,1,19,22.577
0,16800,102838,111319,DebtCon,Office,1,0,0,257.33,0,34,27.577
0,2300,102370,120953,HomeImp,Office,2,0,0,90.99,0,13,31.589
0,25900,56784,91401,DebtCon,Office,2,0,1,90.16,0,23,34.099
0,20500,173061,220886,DebtCon,Office,13,0,0,213.91,1,32,43.796
0,28200,100353,131386,DebtCon,Office,9,0,0,146.07,0,28,38.679
0,12700,72164,104220,DebtCon,Office,10,0,0,165.43,0,13,37.54
0,11900,34222,59948,DebtCon,Office,24,0,0,228.08,1,29,25.729
0,13200,155478,183646,HomeImp,Office,5,0,0,196.24,1,55,35.603
0,9700,63488,74374,DebtCon,Office,5,0,0,106.59,2,15,26.896
0,10600,44696,57686,DebtCon,Office,0,0,0,170.34,0,20,37.793
0,4200,56544,59218,HomeImp,Office,19,0,0,211,1,20,19.028
0,16200,62258,92595,DebtCon,Office,2,0,0,177.85,0,25,22.22
0,26300,78851,109090,DebtCon,Office,8,0,0,405.43,0,44,42.342
0,13700,90714,120292,DebtCon,Office,11,0,0,215.61,0,13,40.304
0,7400,73985,114849,DebtCon,Office,0,0,0,238.59,1,38,18.421
0,16400,71906,86144,DebtCon,Office,2,0,0,126.17,1,20,23.698
0,19700,60999,89841,DebtCon,Office,0,0,0,82.1,0,22,36.28
0,16700,62933,95498,DebtCon,Office,0,0,1,161.66,0,25,24.263
0,12900,102905,117694,HomeImp,Office,1,0,0,137.14,1,21,35.865
0,19400,109812,172705,DebtCon,Office,5,0,0,204.11,3,23,43.338
0,28900,77916,130728,DebtCon,Office,2,0,0,290.77,1,23,39.095
0,12300,60200,77079,HomeImp,Office,13,0,0,242.24,1,32,45.394
0,12800,11986,48309,HomeImp,Office,23,0,0,265.23,0,20,28.494
0,21600,70832,96503,HomeImp,Office,13,0,0,136.4,0,14,37.581
0,11600,89205,128462,DebtCon,Office,10,0,0,128.12,0,21,37.523
0,17600,71983,97939,DebtCon,Office,1,0,0,144.37,3,19,29.809
0,17700,64964,88856,DebtCon,Office,5,0,0,114.67,0,19,21.933
0,26800,46236,62711,DebtCon,Office,17,0,0,175.08,1,22,33.06
0,28100,86778,110851,DebtCon,Office,9,0,0,398.4,0,44,41.041
0,10100,73174,91101,DebtCon,Office,14,0,0,77.12,0,8,25.043
0,14300,19111,49794,HomeImp,Office,23,0,0,262.31,0,19,30.934
0,13700,96225,112676,HomeImp,Office,2,0,0,144.53,1,22,38.781
0,15400,103934,113696,DebtCon,Office,4,0,0,265.59,1,34,26.75
0,30600,54372,78653,DebtCon,Office,0,0,0,156.41,3,19,40.611
0,28600,94165,130285,DebtCon,Office,10,0,1,137.81,0,28,42.08
0,10400,64904,76767,DebtCon,Office,11,0,0,245.02,4,37,41.424
0,15100,68043,80686,DebtCon,Office,4,0,0,119.67,1,20,21.418
0,27600,57327,87683,DebtCon,Office,0,0,0,98.52,0,23,34.761
0,15900,95120,114674,DebtCon,Office,4,0,1,278.89,0,34,28.232
0,12900,70167,90812,HomeImp,Office,25,0,0,177.08,2,13,40.226
0,11200,44966,55114,DebtCon,Office,1,0,0,173.96,1,21,37.457
0,33000,54821,104724,DebtCon,Office,1,0,0,164.3,1,24,34.392
0,9700,53527,58605,DebtCon,Office,4,0,0,75.58,3,12,36.71
0,9600,46683,61773,DebtCon,Office,1,0,0,171.06,1,20,38.005
0,11200,65508,103523,DebtCon,Office,12,0,0,154.43,0,12,37.575
0,10600,63245,82041,DebtCon,Office,3,1,3,184.57,3,29,38.219
0,16100,59734,93756,DebtCon,Office,31,0,0,210.16,0,21,32.596
0,16100,45973,64430,HomeImp,Office,3,0,0,117.07,0,17,33.825
0,65100,67389,142740,HomeImp,Office,9,0,1,116.91,0,11,43.369
0,25900,58693,86469,DebtCon,Office,1,0,1,94.13,0,23,32.128
0,11300,66814,82021,DebtCon,Office,4,2,3,173.71,3,29,38.557
0,11300,129489,195105,HomeImp,Office,0,0,1,356.31,0,16,41.634
0,18500,65165,90805,DebtCon,Office,2,0,0,160.73,0,25,25.372
0,21200,44097,64703,DebtCon,Office,12,0,2,123.89,1,21,40.139
0,13900,127259,194233,HomeImp,Office,1,0,1,341.64,0,16,40.108
0,31000,51370,103298,DebtCon,Office,0,0,0,175.61,2,25,38.093
0,10600,56352,75277,DebtCon,Office,5,0,0,98.38,2,15,26.242
0,17100,123463,160487,DebtCon,Office,4,0,0,155.3,0,21,25.704
0,19900,68830,107598,DebtCon,Office,10,0,0,202.93,2,13,30.958
0,53700,49669,63995,DebtCon,Office,12,0,1,92.97,2,26,40.102
0,11500,44097,58336,DebtCon,Office,0,0,0,173.32,0,20,38.192
0,12900,67038,110955,DebtCon,Office,9,0,0,147.2,0,12,37.086
0,9300,75425,109040,DebtCon,Office,2,0,0,235.95,0,38,17.875
0,16600,102543,119493,DebtCon,Office,3,0,0,276.69,0,33,29.284
0,18700,47903,63933,HomeImp,Office,3,0,0,120.42,1,17,32.978
0,2900,104373,120702,HomeImp,Office,2,0,0,101.54,0,13,29.916
0,6000,95232,115977,HomeImp,Office,22,0,0,149.02,1,12,37.954
0,31500,49020,100700,DebtCon,Office,4,0,0,169.69,1,25,36.035
0,17900,62697,89848,DebtCon,Office,7,0,0,113.06,0,19,24.072
0,7900,78532,122952,HomeImp,Office,29,0,0,332.65,1,37,35.312
0,27700,76055,126560,DebtCon,Office,0,0,0,310.63,1,23,38.984
0,25200,75037,102227,DebtCon,Office,9,0,0,148.73,0,21,37.24
0,5500,52897,65054,HomeImp,Office,20,0,0,189.3,0,19,20.654
0,16600,45877,68563,HomeImp,Office,2,1,0,119.5,0,18,33.073
0,14300,93989,117410,DebtCon,Office,10,0,0,220.9,0,12,39.878
0,14600,68182,83091,DebtCon,Office,5,0,0,135.85,0,19,24.684
0,12600,125688,198602,HomeImp,Office,0,0,1,344.75,0,16,39.484
0,16100,63152,85097,DebtCon,Office,5,0,0,102.4,1,20,24.176
0,17000,51682,67688,HomeImp,Office,2,0,0,135.19,0,18,33.051
0,7100,98490,114457,HomeImp,Office,23,0,0,116.1,0,11,35.602
0,11800,32257,59515,DebtCon,Office,23,0,0,231.6,0,29,25.701
0,15900,65827,97935,DebtCon,Office,1,0,0,160.42,4,20,32.6
0,16000,65901,85627,DebtCon,Office,5,0,0,117.36,0,20,21.445
0,20600,62531,96584,DebtCon,Office,1,0,0,146.84,0,21,33.946
0,25400,61907,87133,DebtCon,Office,0,0,1,81.49,0,22,34.365
0,10000,68807,76581,HomeImp,Office,14,0,0,237.65,0,32,42.336
0,17000,125257,161009,DebtCon,Office,3,0,0,129.76,1,21,27.637
0,12200,61929,83102,HomeImp,Office,14,0,0,238.52,1,32,44.45
0,11900,56443,86913,DebtCon,Office,12,0,0,119.86,0,24,38.862
0,15600,102572,112721,DebtCon,Office,3,0,1,271.27,0,33,29.634
0,9400,81596,116738,HomeImp,Office,28,0,0,338.63,1,38,34.17
0,22400,71051,102374,HomeImp,Office,14,0,0,137.19,0,14,36.122
0,14600,16535,46993,HomeImp,Office,24,0,0,260.89,0,20,28.19
0,20200,105278,180304,DebtCon,Office,6,0,0,218.66,3,24,41.807
0,17500,73071,94267,DebtCon,Office,1,0,0,160.45,3,19,32.277
0,14900,101179,117405,HomeImp,Office,2,0,0,133.93,1,22,35.547
0,19400,51360,76100,DebtCon,Office,1,0,0,222.83,0,11,36.263
0,7200,98691,115750,HomeImp,Office,22,0,0,118,0,11,37.72
0,7200,71667,117325,DebtCon,Office,0,0,1,241.06,1,38,18.511
0,65200,71061,141666,HomeImp,Office,10,0,1,134.68,0,11,43.569
0,6700,51855,58084,HomeImp,Office,21,0,0,193.75,0,19,19.55
0,15200,102925,114520,HomeImp,Office,3,0,0,137.39,0,22,36.446
0,18200,61554,94510,DebtCon,Office,2,0,0,161.35,0,24,23.897
0,20400,99781,128452,DebtCon,Office,23,0,0,265.95,2,16,33.799
0,16900,131002,166859,DebtCon,Office,4,0,0,135.86,0,20,28.152
0,14900,97930,113886,DebtCon,Office,3,0,0,267.83,0,33,28.42
0,5300,47449,63895,HomeImp,Office,19,0,0,208.16,0,20,19.762
0,10700,67065,96171,DebtCon,Office,9,0,0,205.01,3,28,41.587
0,17300,51107,64135,HomeImp,Office,4,0,0,115,0,17,32.251
0,15300,65298,94301,DebtCon,Office,1,0,0,150.5,4,19,31.358
0,18500,99474,127470,DebtCon,Office,22,0,0,287,3,16,30.996
0,17300,57358,71617,DebtCon,Office,0,0,0,194.29,0,25,30.538
0,7900,44690,45841,DebtCon,Office,10,0,0,185.62,0,22,32.286
0,6700,29662,36195,HomeImp,Office,1,0,0,112.14,1,30,38.529
0,6900,49932,66042,HomeImp,Office,20,0,0,204.48,0,19,21.855
0,25500,73083,126995,DebtCon,Office,1,0,0,289.2,1,24,37.316
0,20100,72775,102308,DebtCon,Office,8,0,0,206.48,2,13,32.783
0,23500,44952,70191,DebtCon,Office,6,0,0,164.96,1,26,35.788
0,65800,70095,142922,HomeImp,Office,10,0,0,113.07,0,12,39.919
0,16100,54715,71673,DebtCon,Office,1,0,0,186.22,0,25,29.671
0,17700,17480,41055,,Office,1,0,0,196.13,0,15,37.924
0,27600,103898,130784,DebtCon,Office,11,0,0,147.13,0,29,42.01
0,11600,22635,33353,DebtCon,Office,6,0,0,85.57,0,16,19.224
0,21600,66711,105267,HomeImp,Office,13,0,0,145.94,0,14,37.115
0,25000,60504,93907,DebtCon,Office,1,0,0,99.99,0,23,33.49
0,10300,58572,75946,DebtCon,Office,5,0,0,85.01,2,14,27.769
0,9000,41153,51841,DebtCon,Office,10,0,0,210.28,0,23,32.424
0,9800,79405,111563,DebtCon,Office,0,0,0,240.94,1,38,19.333
0,16200,62783,94394,DebtCon,Office,1,0,0,167.43,0,25,23.691
0,13600,66098,76014,HomeImp,Office,12,0,0,245.61,1,32,43.396
0,10000,48769,65328,DebtCon,Office,4,0,1,104.7,3,12,39.049
0,21200,109747,174666,DebtCon,Office,7,0,0,211.81,3,24,40.395
0,5300,97132,117343,HomeImp,Office,22,0,0,109.93,1,11,35.839
0,11800,67336,82218,DebtCon,Office,12,0,0,255.31,3,36,40.878
0,13700,64486,84759,DebtCon,Office,4,2,3,182.18,3,29,37.073
0,23700,58068,97948,DebtCon,Office,1,0,0,160.06,1,21,34.355
0,20200,51449,69060,DebtCon,Office,2,0,0,216.22,0,12,33.334
0,20700,110307,140902,DebtCon,Office,13,0,1,243.32,0,24,41.337
0,19000,130291,168187,DebtCon,Office,3,0,0,140.69,0,20,24.788
0,8500,41210,45175,DebtCon,Office,9,0,0,209.49,1,22,29.964
0,9900,74009,108371,DebtCon,Office,1,0,0,246.09,0,36,17.257
0,26900,57414,92916,DebtCon,Office,0,0,0,70.28,0,22,34.396
0,17600,44571,66088,HomeImp,Office,2,0,0,126.09,0,17,30.872
0,12500,66163,83727,DebtCon,Office,4,1,2,176.94,3,30,36.775
0,12500,83276,129116,DebtCon,Office,7,0,0,138.69,0,22,39.59
0,25200,94712,127247,DebtCon,Office,8,0,0,166.82,0,30,39.026
0,20700,107766,146937,DebtCon,Office,12,0,2,223.14,0,24,42.547
0,12000,84172,123415,DebtCon,Office,9,0,0,139.02,1,21,38.583
0,50400,53992,63772,DebtCon,Office,12,0,1,98.82,2,25,40.426
0,17100,59123,94247,DebtCon,Office,0,0,0,70.02,0,22,37.195
0,17200,17234,43310,,Office,1,0,0,215.61,0,15,38.319
0,21800,48162,70361,DebtCon,Office,2,0,0,227.99,0,12,36.062
0,10800,67740,108135,DebtCon,Office,11,0,0,163.27,1,12,38.383
0,12900,64245,83823,DebtCon,Office,13,0,0,246.84,3,36,40.56
0,7000,73873,111781,DebtCon,Office,0,0,0,231.8,0,38,19.274
